"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Squat (Barbell)",,"",4,"normal",90,8,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Squat (Barbell)",,"",5,"normal",85,8,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Squat (Barbell)",,"",6,"normal",70,14,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Overhead Press (Barbell)",,"",0,"warmup",20.41,8,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Overhead Press (Barbell)",,"",1,"normal",40,10,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Overhead Press (Barbell)",,"",2,"normal",40,6,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Overhead Press (Barbell)",,"",3,"normal",35,7,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Overhead Press (Barbell)",,"",4,"normal",30,8,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Calf Press (Machine)",,"",0,"normal",74.84,16,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Calf Press (Machine)",,"",1,"normal",74.84,16,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Calf Press (Machine)",,"",2,"normal",74.84,14,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Calf Press (Machine)",,"",3,"normal",74.84,14,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Calf Press (Machine)",,"",4,"dropset",54.4,8,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Seated Leg Curl (Machine)",,"",0,"normal",56.7,10,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Seated Leg Curl (Machine)",,"",1,"normal",56.7,10,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Seated Leg Curl (Machine)",,"",2,"normal",56.7,10,,,
"Afternoon workout 💪","22 Mar 2025, 19:26","22 Mar 2025, 20:31","","Seated Leg Curl (Machine)",,"",3,"normal",56.7,10,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Pull Up (Assisted)",0,"",0,"warmup",22.7,8,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Pull Up (Assisted)",0,"",1,"normal",,10,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Pull Up (Assisted)",0,"",2,"normal",,9,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Pull Up (Assisted)",0,"",3,"normal",,6,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Pull Up (Assisted)",0,"",4,"normal",,5,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Pull Up (Assisted)",0,"",5,"normal",13.6,7,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Triceps Rope Pushdown",0,"",0,"warmup",18.1,8,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Triceps Rope Pushdown",0,"",1,"normal",38.6,10,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Triceps Rope Pushdown",0,"",2,"normal",38.6,10,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Triceps Rope Pushdown",0,"",3,"normal",38.6,8,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Triceps Rope Pushdown",0,"",4,"normal",34,8,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Bent Over Row (Barbell)",1,"",0,"warmup",20,8,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Bent Over Row (Barbell)",1,"",1,"normal",47.63,8,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Bent Over Row (Barbell)",1,"",2,"normal",47.63,8,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Bent Over Row (Barbell)",1,"",3,"normal",47.63,8,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Bent Over Row (Barbell)",1,"",4,"normal",38.53,16,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Triceps Extension (Dumbbell)",1,"",0,"normal",18.14,12,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Triceps Extension (Dumbbell)",1,"",1,"normal",18.14,12,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Triceps Extension (Dumbbell)",1,"",2,"normal",18.14,12,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Triceps Extension (Dumbbell)",1,"",3,"normal",18.14,11,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Overhead Press (Barbell)",,"",0,"normal",38.56,5,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Overhead Press (Barbell)",,"",1,"normal",29.5,10,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Overhead Press (Barbell)",,"",2,"normal",29.5,10,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Seated Palms Up Wrist Curl",,"",0,"normal",22.68,17,,,
"Morning workout ☀️","21 Mar 2025, 12:28","21 Mar 2025, 13:13","","Seated Palms Up Wrist Curl",,"",1,"dropset",18.14,6,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Bench Press (Barbell)",,"",0,"warmup",20.41,12,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Bench Press (Barbell)",,"",1,"warmup",43,6,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Bench Press (Barbell)",,"",2,"normal",81.65,8,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Bench Press (Barbell)",,"",3,"normal",79.38,8,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Bench Press (Barbell)",,"",4,"normal",77.11,7,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Bench Press (Barbell)",,"",5,"normal",74.84,7,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Preacher Curl (Barbell)",,"",0,"warmup",16.78,10,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Preacher Curl (Barbell)",,"",1,"normal",32.66,8,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Preacher Curl (Barbell)",,"",2,"normal",32.66,8,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Preacher Curl (Barbell)",,"",3,"normal",32.66,8,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Chest Dip (Weighted)",,"",0,"normal",15,10,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Chest Dip (Weighted)",,"",1,"normal",15,8,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","Chest Dip (Weighted)",,"",2,"normal",,10,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","EZ Bar Strict Bicep Curl",,"",0,"normal",25.85,10,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","EZ Bar Strict Bicep Curl",,"",1,"normal",25.85,10,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","EZ Bar Strict Bicep Curl",,"",2,"normal",25.85,9,,,10
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","EZ Bar Strict Bicep Curl",,"",3,"normal",25.85,8,,,
"Afternoon workout 💪","19 Mar 2025, 20:14","19 Mar 2025, 21:13","","EZ Bar Strict Bicep Curl",,"",4,"dropset",16.78,5,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Squat (Barbell)",,"",0,"warmup",20.41,10,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Squat (Barbell)",,"",1,"warmup",40,6,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Squat (Barbell)",,"",2,"warmup",60,4,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Squat (Barbell)",,"",3,"warmup",80,2,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Squat (Barbell)",,"",4,"normal",90,8,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Squat (Barbell)",,"",5,"normal",90,8,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Squat (Barbell)",,"",6,"normal",85,8,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Squat (Barbell)",,"",7,"normal",85,8,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Seated Leg Curl (Machine)",,"",0,"normal",56.7,10,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Seated Leg Curl (Machine)",,"",1,"normal",56.7,10,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Seated Leg Curl (Machine)",,"",2,"normal",56.7,9,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Seated Leg Curl (Machine)",,"",3,"normal",49.9,10,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Calf Press (Machine)",,"cmu",0,"normal",74.84,16,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Calf Press (Machine)",,"cmu",1,"normal",74.84,16,,,
"Morning workout ☀️","18 Mar 2025, 13:10","18 Mar 2025, 13:57","","Calf Press (Machine)",,"cmu",2,"normal",74.84,15,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Pull Up (Weighted)",0,"",0,"normal",,10,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Pull Up (Weighted)",0,"",1,"normal",,8,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Pull Up (Weighted)",0,"",2,"normal",,6,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Pull Up (Weighted)",0,"",3,"normal",,5,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Triceps Extension (Dumbbell)",0,"",0,"normal",21.55,12,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Triceps Extension (Dumbbell)",0,"",1,"normal",21.55,12,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Triceps Extension (Dumbbell)",0,"",2,"normal",21.55,11,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Triceps Pushdown",,"",0,"normal",17.69,12,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Triceps Pushdown",,"",1,"normal",17.69,12,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Triceps Pushdown",,"",2,"normal",17.69,12,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Triceps Pushdown",,"",3,"normal",17.69,11,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Triceps Pushdown",,"",4,"dropset",10.89,12,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Bent Over Row (Barbell)",,"",0,"warmup",20,6,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Bent Over Row (Barbell)",,"",1,"normal",50,9,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Bent Over Row (Barbell)",,"",2,"normal",50,9,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Bent Over Row (Barbell)",,"",3,"normal",50,9,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Bent Over Row (Barbell)",,"",4,"normal",40,12,,,
"Morning workout ☀️","17 Mar 2025, 15:33","17 Mar 2025, 16:08","","Bent Over Row (Barbell)",,"",5,"normal",40,3,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Bench Press (Smith Machine)",,"",0,"warmup",46.8,8,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Bench Press (Smith Machine)",,"",1,"normal",80.84,9,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Bench Press (Smith Machine)",,"",2,"normal",80.84,7,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Bench Press (Smith Machine)",,"",3,"normal",76.76,10,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Bench Press (Smith Machine)",,"",4,"normal",74.49,6,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Bench Press (Smith Machine)",,"",5,"dropset",46.8,12,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Preacher Curl (Barbell)",,"",0,"warmup",18,8,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Preacher Curl (Barbell)",,"",1,"normal",33.95,8,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Preacher Curl (Barbell)",,"",2,"normal",33.95,8,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Preacher Curl (Barbell)",,"",3,"normal",33.95,7,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Preacher Curl (Barbell)",,"",4,"normal",31.68,8,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Chest Fly (Dumbbell)",,"",0,"normal",18,12,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Chest Fly (Dumbbell)",,"",1,"normal",18,12,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","EZ Bar Strict Bicep Curl",,"",0,"normal",27.14,10,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","EZ Bar Strict Bicep Curl",,"",1,"normal",27.14,10,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","EZ Bar Strict Bicep Curl",,"",2,"normal",27.14,8,,,9.5
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","EZ Bar Strict Bicep Curl",,"",3,"normal",27.14,7,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","EZ Bar Strict Bicep Curl",,"",4,"dropset",18,7,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Chest Dip (Weighted)",,"",0,"normal",15.88,9,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Chest Dip (Weighted)",,"",1,"normal",15.88,7,,,
"Morning workout ☀️","16 Mar 2025, 14:44","16 Mar 2025, 15:44","","Chest Dip (Weighted)",,"",2,"normal",,13,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Squat (Smith Machine)",,"",0,"warmup",28.68,10,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Squat (Smith Machine)",,"",1,"warmup",46.8,6,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Squat (Smith Machine)",,"",2,"normal",83.56,9,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Squat (Smith Machine)",,"",3,"normal",83.56,9,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Squat (Smith Machine)",,"",4,"normal",83.56,9,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Squat (Smith Machine)",,"",5,"normal",83.56,9,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Calf Press (Machine)",0,"",0,"normal",72.57,18,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Calf Press (Machine)",0,"",1,"normal",72.57,18,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Calf Press (Machine)",0,"",2,"normal",72.57,18,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Calf Press (Machine)",0,"",3,"normal",72.57,21,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Lying Leg Curl (Machine)",0,"",0,"normal",13.6,10,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Lying Leg Curl (Machine)",0,"",1,"normal",13.6,10,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Lying Leg Curl (Machine)",0,"",2,"normal",13.6,10,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Lying Leg Curl (Machine)",0,"",3,"normal",13.6,7,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Lying Leg Curl (Machine)",0,"",4,"dropset",11.3,3,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Overhead Press (Barbell)",,"",0,"warmup",20.41,10,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Overhead Press (Barbell)",,"",1,"normal",38.56,10,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Overhead Press (Barbell)",,"",2,"normal",38.56,10,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Overhead Press (Barbell)",,"",3,"normal",36.29,8,,,
"Afternoon workout 💪","15 Mar 2025, 20:25","15 Mar 2025, 21:28","","Overhead Press (Barbell)",,"",4,"normal",34,10,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Pull Up (Weighted)",0,"",0,"normal",,10,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Pull Up (Weighted)",0,"",1,"normal",,10,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Pull Up (Weighted)",0,"",2,"normal",,8,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Pull Up (Weighted)",0,"",3,"normal",,7,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Triceps Extension (Dumbbell)",0,"",0,"normal",20.41,12,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Triceps Extension (Dumbbell)",0,"",1,"normal",20.41,12,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Triceps Extension (Dumbbell)",0,"",2,"normal",20.41,12,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Triceps Extension (Dumbbell)",0,"",3,"normal",20.41,14,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Triceps Pushdown",,"",0,"normal",17,12,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Triceps Pushdown",,"",1,"normal",17,12,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Triceps Pushdown",,"",2,"normal",17,12,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Triceps Pushdown",,"",3,"normal",17,12,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Triceps Pushdown",,"",4,"dropset",10.21,10,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Bent Over Row (Barbell)",,"",0,"warmup",20,6,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Bent Over Row (Barbell)",,"",1,"normal",50,8,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Bent Over Row (Barbell)",,"",2,"normal",50,8,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Bent Over Row (Barbell)",,"",3,"normal",50,8,,,
"Morning workout ☀️","14 Mar 2025, 15:46","14 Mar 2025, 16:26","","Bent Over Row (Barbell)",,"",4,"normal",40,11,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Bench Press (Barbell)",,"",0,"warmup",20.41,12,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Bench Press (Barbell)",,"",1,"warmup",61.23,4,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Bench Press (Barbell)",,"",2,"normal",79.38,10,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Bench Press (Barbell)",,"",3,"normal",77.11,10,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Bench Press (Barbell)",,"",4,"normal",74.84,9,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Bench Press (Barbell)",,"",5,"normal",72.57,9,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Preacher Curl (Barbell)",,"",0,"warmup",15.42,10,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Preacher Curl (Barbell)",,"",1,"normal",31.3,9,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Preacher Curl (Barbell)",,"",2,"normal",31.3,7,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Preacher Curl (Barbell)",,"",3,"normal",29,10,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Preacher Curl (Barbell)",,"",4,"normal",29,8,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Preacher Curl (Barbell)",,"",5,"normal",24.5,12,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Chest Dip (Weighted)",,"",0,"normal",15,10,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Chest Dip (Weighted)",,"",1,"normal",15,10,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Chest Dip (Weighted)",,"",2,"normal",20,10,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Chest Dip (Weighted)",,"",3,"normal",20,9,,,
"Evening workout 🏋️","12 Mar 2025, 22:44","13 Mar 2025, 00:27","","Chest Dip (Weighted)",,"",4,"normal",,15,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Squat (Barbell)",,"",0,"warmup",20.41,12,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Squat (Barbell)",,"",1,"warmup",40,6,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Squat (Barbell)",,"",2,"warmup",60,4,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Squat (Barbell)",,"",3,"normal",85,8,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Squat (Barbell)",,"",4,"normal",85,8,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Squat (Barbell)",,"",5,"normal",85,8,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Squat (Barbell)",,"",6,"normal",85,8,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Calf Press (Machine)",,"",0,"normal",72.57,16,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Calf Press (Machine)",,"",1,"normal",72.57,16,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Calf Press (Machine)",,"",2,"normal",72.57,16,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Calf Press (Machine)",,"",3,"normal",72.57,16,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Seated Leg Curl (Machine)",,"",0,"normal",56.7,10,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Seated Leg Curl (Machine)",,"",1,"normal",56.7,8,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Seated Leg Curl (Machine)",,"",2,"normal",52.16,10,,,
"Morning workout ☀️","11 Mar 2025, 12:50","11 Mar 2025, 13:37","","Seated Leg Curl (Machine)",,"",3,"normal",49.9,10,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Pull Up (Assisted)",0,"",0,"warmup",22.7,8,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Pull Up (Assisted)",0,"",1,"normal",,10,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Pull Up (Assisted)",0,"",2,"normal",,9,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Pull Up (Assisted)",0,"",3,"normal",,6,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Pull Up (Assisted)",0,"",4,"normal",,6,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Pull Up (Assisted)",0,"",5,"normal",13.6,10,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Triceps Rope Pushdown",0,"",0,"warmup",18.1,10,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Triceps Rope Pushdown",0,"",1,"normal",38.6,10,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Triceps Rope Pushdown",0,"",2,"normal",38.6,10,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Triceps Rope Pushdown",0,"",3,"normal",38.6,6,,,
"Evening workout 🏋️","10 Mar 2025, 22:31","10 Mar 2025, 23:27","","Triceps Rope Pushdown",0,"",4,"normal",34,10,,,
