"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Overhead Squat",0,"",0,"warmup",20,10,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Overhead Squat",0,"",1,"normal",30,1,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Overhead Squat",0,"",2,"normal",40,1,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Overhead Squat",0,"",3,"normal",40,1,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Overhead Squat",0,"",4,"normal",20,10,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Power Snatch",0,"",0,"normal",30,8,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Power Snatch",0,"",1,"normal",40,5,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Power Snatch",0,"",2,"normal",40,1,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Power Snatch",0,"",3,"normal",30,10,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Power Snatch",0,"",4,"normal",20,10,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Power Snatch",0,"",5,"normal",20,10,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Power Snatch",0,"",6,"normal",20,10,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Snatch",,"",0,"normal",20,10,,,
"Evening workout 🏋️","2 Mar 2026, 19:59","2 Mar 2026, 20:43","","Running",,"",0,"normal",,,1.5,540,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Power Snatch",,"",0,"normal",20,10,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Power Snatch",,"",1,"normal",20,10,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Power Clean",,"",0,"normal",30,5,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Snatch",,"",0,"normal",30,5,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Snatch",,"",1,"normal",30,5,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Snatch",,"",2,"normal",40,1,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Snatch",,"",3,"normal",40,1,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Snatch",,"",4,"normal",40,1,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Snatch",,"",5,"normal",40,1,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Snatch",,"",6,"normal",40,1,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Pull Up (Weighted)",,"Too much rest. Last set neutral grip",0,"warmup",,2,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Pull Up (Weighted)",,"Too much rest. Last set neutral grip",1,"warmup",,2,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Pull Up (Weighted)",,"Too much rest. Last set neutral grip",2,"normal",10,10,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Pull Up (Weighted)",,"Too much rest. Last set neutral grip",3,"normal",10,10,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Pull Up (Weighted)",,"Too much rest. Last set neutral grip",4,"normal",10,9,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Pull Up (Weighted)",,"Too much rest. Last set neutral grip",5,"normal",,11,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Overhead Squat",,"",0,"normal",50,1,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Triceps Extension (Barbell)",,"Ez bar",0,"warmup",20,18,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Triceps Extension (Barbell)",,"Ez bar",1,"normal",30,15,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Triceps Extension (Barbell)",,"Ez bar",2,"normal",30,15,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Triceps Pushdown",,"",0,"normal",55,10,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Triceps Pushdown",,"",1,"normal",60,10,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Triceps Pushdown",,"",2,"normal",65,10,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Triceps Pushdown",,"",3,"normal",70,4,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Triceps Pushdown",,"",4,"dropset",50,6,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Overhead Triceps Extension (Cable)",,"",0,"normal",40,12,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Overhead Triceps Extension (Cable)",,"",1,"normal",30,16,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",80,12,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",80,12,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",70,15,,,
"Afternoon workout 💪","1 Mar 2026, 16:55","1 Mar 2026, 18:49","","Seated Cable Row - V Grip (Cable)",,"",3,"dropset",50,5,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Bench Press (Barbell)",,"",1,"warmup",40,10,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Bench Press (Barbell)",,"",2,"warmup",60,4,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Bench Press (Barbell)",,"",3,"warmup",80,1,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Bench Press (Barbell)",,"",4,"normal",95,7,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Bench Press (Barbell)",,"",5,"normal",92.5,7,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Bench Press (Barbell)",,"",6,"normal",90,7,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Preacher Curl (Barbell)",,"",0,"warmup",20,15,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Preacher Curl (Barbell)",,"",1,"warmup",30,2,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Preacher Curl (Barbell)",,"",2,"normal",41,7,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Preacher Curl (Barbell)",,"",3,"normal",40,7,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Preacher Curl (Barbell)",,"",4,"normal",35,14,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Preacher Curl (Barbell)",,"",5,"normal",35,16,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Incline Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Incline Bench Press (Barbell)",,"",1,"normal",70,7,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Incline Bench Press (Barbell)",,"",2,"normal",60,12,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Incline Bench Press (Barbell)",,"",3,"normal",60,9,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Incline Bench Press (Barbell)",,"",4,"normal",50,12,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Behind the Back Curl (Cable)",,"",0,"normal",46,15,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Behind the Back Curl (Cable)",,"",1,"normal",46,14,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Bicep Curl (Cable)",,"",0,"normal",59,9,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Ring Dips",,"",0,"normal",,6,,,
"Afternoon workout 💪","28 Feb 2026, 17:26","28 Feb 2026, 18:41","","Chest Dip",,"",0,"dropset",,4,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Squat (Barbell)",0,"Weightlifting shoes",0,"warmup",20,20,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Squat (Barbell)",0,"Weightlifting shoes",1,"warmup",40,8,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Squat (Barbell)",0,"Weightlifting shoes",2,"warmup",80,2,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Squat (Barbell)",0,"Weightlifting shoes",3,"normal",120,8,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Squat (Barbell)",0,"Weightlifting shoes",4,"normal",120,7,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Squat (Barbell)",0,"Weightlifting shoes",5,"normal",120,7,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Overhead Press (Barbell)",0,"",0,"warmup",20,16,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Overhead Press (Barbell)",0,"",1,"warmup",40,2,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Overhead Press (Barbell)",0,"",2,"normal",55,10,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Overhead Press (Barbell)",0,"",3,"normal",55,8,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Overhead Press (Barbell)",0,"",4,"normal",50,10,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Overhead Press (Barbell)",0,"",5,"normal",50,9,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Overhead Squat",,"",0,"normal",30,5,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Straight Leg Deadlift",,"Deficit + weightlifting shoe",0,"normal",80,10,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Straight Leg Deadlift",,"Deficit + weightlifting shoe",1,"normal",80,10,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Straight Leg Deadlift",,"Deficit + weightlifting shoe",2,"normal",80,10,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Straight Leg Deadlift",,"Deficit + weightlifting shoe",3,"normal",90,11,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Leg Press (Machine)",1,"",0,"normal",190,10,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Leg Press (Machine)",1,"",1,"normal",190,10,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Leg Press (Machine)",1,"",2,"normal",190,10,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Calf Extension (Machine)",1,"The code leg press",0,"normal",140,12,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Calf Extension (Machine)",1,"The code leg press",1,"normal",140,15,,,
"Afternoon workout 💪","27 Feb 2026, 16:26","27 Feb 2026, 17:45","","Calf Extension (Machine)",1,"The code leg press",2,"normal",140,16,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Good Morning (Barbell)",,"",0,"warmup",20,10,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Good Morning (Barbell)",,"",1,"normal",40,8,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Bent Over Row (Barbell)",0,"",0,"warmup",20,18,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Bent Over Row (Barbell)",0,"",1,"warmup",60,6,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Bent Over Row (Barbell)",0,"",2,"normal",80,10,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Bent Over Row (Barbell)",0,"",3,"normal",80,8,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Bent Over Row (Barbell)",0,"",4,"normal",70,10,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Bent Over Row (Barbell)",0,"",5,"normal",70,12,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Bent Over Row (Barbell)",0,"",6,"dropset",60,5,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Overhead Press (Barbell)",0,"",0,"warmup",20,14,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Overhead Press (Barbell)",0,"",1,"normal",55,7,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Overhead Press (Barbell)",0,"",2,"normal",55,5,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Overhead Press (Barbell)",0,"",3,"normal",50,9,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Behind The Neck Press",,"",0,"normal",45,7,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Pull Up",1,"",0,"normal",,8,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Pull Up",1,"",1,"normal",,8,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Pull Up",1,"",2,"normal",,7,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Single Arm Triceps Pushdown (Cable)",1,"",0,"normal",36,10,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Single Arm Triceps Pushdown (Cable)",1,"",1,"normal",46,10,,,
"Morning workout ☀️","25 Feb 2026, 07:47","25 Feb 2026, 08:47","","Single Arm Triceps Pushdown (Cable)",1,"",2,"normal",36,10,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Bench Press (Barbell)",0,"",0,"warmup",20,20,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Bench Press (Barbell)",0,"",1,"warmup",20,20,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Bench Press (Barbell)",0,"",2,"warmup",60,6,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Bench Press (Barbell)",0,"",3,"normal",100,6,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Bench Press (Barbell)",0,"",4,"normal",100,6,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Bench Press (Barbell)",0,"",5,"normal",100,5,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Bench Press (Barbell)",0,"",6,"normal",110,1,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Bench Press (Barbell)",0,"",7,"normal",80,11,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Snatch",0,"",0,"normal",25,10,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Snatch",0,"",1,"normal",25,10,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Overhead Squat",,"",0,"normal",25,5,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Overhead Squat",,"",1,"normal",25,10,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","EZ Bar Biceps Curl",1,"",0,"warmup",30,8,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","EZ Bar Biceps Curl",1,"",1,"normal",40,10,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","EZ Bar Biceps Curl",1,"",2,"normal",40,10,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","EZ Bar Biceps Curl",1,"",3,"normal",40,9,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","EZ Bar Biceps Curl",1,"",4,"normal",40,8,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","EZ Bar Biceps Curl",1,"",5,"dropset",30,8,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Chest Dip (Weighted)",1,"",0,"normal",25,8,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Chest Dip (Weighted)",1,"",1,"normal",25,8,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Chest Dip (Weighted)",1,"",2,"normal",25,6,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Chest Dip (Weighted)",1,"",3,"normal",,13,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Behind the Back Curl (Cable)",,"Switched machines",0,"normal",54,10,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Behind the Back Curl (Cable)",,"Switched machines",1,"normal",54,10,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Behind the Back Curl (Cable)",,"Switched machines",2,"normal",30,10,,,
"Afternoon workout 💪","24 Feb 2026, 17:46","24 Feb 2026, 18:55","","Behind the Back Curl (Cable)",,"Switched machines",3,"dropset",20,12,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Snatch",,"",0,"normal",30,10,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Squat (Barbell)",,"With belt",0,"warmup",20,16,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Squat (Barbell)",,"With belt",1,"warmup",60,6,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Squat (Barbell)",,"With belt",2,"normal",105,12,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Squat (Barbell)",,"With belt",3,"normal",105,12,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Squat (Barbell)",,"With belt",4,"normal",140,1,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Squat (Barbell)",,"With belt",5,"normal",105,12,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Overhead Press (Barbell)",,"Last set from pins",0,"warmup",20,14,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Overhead Press (Barbell)",,"Last set from pins",1,"normal",55,8,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Overhead Press (Barbell)",,"Last set from pins",2,"normal",60,4,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Overhead Press (Barbell)",,"Last set from pins",3,"normal",60,4,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Overhead Press (Barbell)",,"Last set from pins",4,"normal",50,12,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Straight Leg Deadlift",,"",0,"normal",85,10,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Straight Leg Deadlift",,"",1,"normal",85,10,,,
"Evening workout 🏋️","23 Feb 2026, 18:06","23 Feb 2026, 19:13","","Straight Leg Deadlift",,"",2,"normal",85,10,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Squat (Barbell)",,"",0,"warmup",20,16,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Squat (Barbell)",,"",1,"warmup",40,8,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Squat (Barbell)",,"",2,"warmup",60,5,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",0,"normal",20,10,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",1,"normal",30,5,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",2,"normal",30,5,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",3,"normal",30,5,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",4,"normal",30,1,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",5,"normal",40,1,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",6,"normal",40,1,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",7,"normal",45,1,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",8,"normal",50,1,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",9,"normal",55,1,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",10,"normal",25,5,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Snatch",,"Snatch practice",11,"normal",25,10,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Hang Snatch",,"",0,"normal",30,5,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Hang Snatch",,"",1,"normal",30,5,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Hang Snatch",,"",2,"normal",40,5,,,
"Primeira vez a tentar snatch","22 Feb 2026, 20:05","22 Feb 2026, 21:17","","Hang Snatch",,"",3,"normal",20,5,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Bent Over Row (Barbell)",0,"",0,"warmup",20,18,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Bent Over Row (Barbell)",0,"",1,"warmup",50,5,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Bent Over Row (Barbell)",0,"",2,"normal",80,10,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Bent Over Row (Barbell)",0,"",3,"normal",80,10,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Bent Over Row (Barbell)",0,"",4,"normal",80,9,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Bent Over Row (Barbell)",0,"",5,"normal",70,10,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Bent Over Row (Barbell)",0,"",6,"normal",70,10,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Triceps Extension (Barbell)",0,"",0,"warmup",20,18,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Triceps Extension (Barbell)",0,"",1,"normal",42.5,10,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Triceps Extension (Barbell)",0,"",2,"normal",42.5,9,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Triceps Extension (Barbell)",0,"",3,"normal",42.5,8,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Triceps Extension (Barbell)",0,"",4,"normal",40,10,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Triceps Pushdown",,"",0,"normal",32,6,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Single Arm Triceps Pushdown (Cable)",1,"",0,"normal",25,7,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Single Arm Triceps Pushdown (Cable)",1,"",1,"normal",20.4,11,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Single Arm Triceps Pushdown (Cable)",1,"",2,"normal",20.4,9,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Single Arm Triceps Pushdown (Cable)",1,"",3,"normal",16,13,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Pull Up",1,"",0,"normal",,10,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Pull Up",1,"",1,"normal",,10,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Pull Up",1,"",2,"normal",,7,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Seated Row (Machine)",,"",0,"normal",68.3,8,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Seated Row (Machine)",,"",1,"normal",61.3,9,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Lat Pulldown (Cable)",,"",0,"normal",63.6,11,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Shrug (Barbell)",,"",0,"normal",120,13,,,
"Evening workout 🏋️","21 Feb 2026, 18:44","21 Feb 2026, 20:07","","Shrug (Barbell)",,"",1,"normal",120,12,,,
